cuie	siisa	nombre_efector	sigla_tipo_efector	descripcion_tipo_efector	id_provincia	nombre_provincia	id_departamento	nombre_departamento	id_localidad	nombre_localidad	ciudad	codigo_postal	domicilio	rural	cics	sigla_tipo_categorizacion	descripcion_tipo_categorizacion	sigla_dependencia_administrativa	descripcion_dependencia_administrativa	codigo_provincial_efector	dependencia_sanitaria	integrante	compromiso_gestion	numero_compromiso	firmante_compromiso	fecha_suscripcion_compromiso	fecha_inicio_compromiso	fecha_fin_compromiso	pago_indirecto	numero_convenio	firmante_convenio	nombre_tercer_administrador	codigo_tercer_administrador	fecha_suscripcion_convenio	fecha_inicio_convenio	fecha_fin_convenio	priorizado	ppac	perinatal_ac	addenda_perinatal	fecha_addenda_perinatal	categoria_obstretico	categoria_neonatal	nombre_referente	internet	factura_descentralizada	factura_on_line	id_estado	descripcion
A09046	50660282173195	C.S. N° 08 B° EL TRIBUNO	CSA	Centro de salud "A"	10	SALTA	028	Capital	050	Salta			SALTA CAPITAL	N	N	SD	Sin especificar	P	Provincial	10	PRIMER NIVEL DE ATENCIÓN	S	S		FRANCISCO PEÑA	2031-12-09	2009-12-31	2013-12-31	S		JOSÉ HUMBERTO RAMOS	COORD. OPERAT. 1º NIVEL DE ATENC		2007-04-01	2007-04-01	2013-12-31	N	N						DR. FRANCISCO PEÑA	S	S	S	1	Activo
A09047	50660282173138	C.S. N° 10 B° 20 DE FEBRERO	CSA	Centro de salud "A"	10	SALTA	028	Capital	050	Salta			SALTA CAPITAL	N	N	SD	Sin especificar	P	Provincial	10	PRIMER NIVEL DE ATENCIÓN	S	S		RUBEN GUAYMAS GÜEMES	2031-12-09	2009-12-31	2013-12-31	S		JOSÉ HUMBERTO RAMOS	COORD. OPERAT. 1º NIVEL DE ATENC		2007-04-01	2007-04-01	2013-12-31	N	N						DR. RUBEN GUAYMAS GÜEMES	S	S	S	1	Activo
A09048	50660282173139	C.S. N° 11 B° CIUDAD DEL MILAGRO	CSA	Centro de salud "A"	10	SALTA	028	Capital	050	Salta			SALTA CAPITAL	N	N	SD	Sin especificar	P	Provincial	10	PRIMER NIVEL DE ATENCIÓN	S	S		CELIA JUIZ	2010-12-09	2009-12-10	2013-12-31	S		JOSÉ HUMBERTO RAMOS	COORD. OPERAT. 1º NIVEL DE ATENC		2007-04-01	2007-04-01	2013-12-31	N	N						DRA. CELIA JUIZ	S	S	S	1	Activo
A09049	50660282173140	C.S. N° 12 B° SANTA LUCÍA	CSA	Centro de salud "A"	10	SALTA	028	Capital	050	Salta			SALTA CAPITAL	N	N	SD	Sin especificar	P	Provincial	10	PRIMER NIVEL DE ATENCIÓN	S	S		PATRICIA GARCIA	2031-12-09	2009-12-31	2013-12-31	S		JOSÉ HUMBERTO RAMOS	COORD. OPERAT. 1º NIVEL DE ATENC		2007-04-01	2007-04-01	2013-12-31	N	N						DRA. PATRICIA GARCIA	S	S	S	1	Activo
A09050	50660282173141	C.S. N° 13 V° CHARTAS	CSA	Centro de salud "A"	10	SALTA	028	Capital	050	Salta			SALTA CAPITAL	N	N	SD	Sin especificar	P	Provincial	10	PRIMER NIVEL DE ATENCIÓN	S	S		ANTONIO DI PAQUA	2011-12-09	2009-12-11	2013-12-31	S		JOSÉ HUMBERTO RAMOS	COORD. OPERAT. 1º NIVEL DE ATENC		2007-04-01	2007-04-01	2013-12-31	N	N						DR. ANTONIO DI PAQUA	S	S	S	1	Activo
A09051	50660282173142	C.S. N° 14 B° MIGUEL ORTÍZ	CSA	Centro de salud "A"	10	SALTA	028	Capital	050	Salta			SALTA CAPITAL	N	N	SD	Sin especificar	P	Provincial	10	PRIMER NIVEL DE ATENCIÓN	S	S		SILVIA MUSSO	2023-10-09	2009-10-23	2013-12-31	S		JOSÉ HUMBERTO RAMOS	COORD. OPERAT. 1º NIVEL DE ATENC		2007-04-01	2007-04-01	2013-12-31	N	N						DRA. SILVIA MUSSO	S	S	S	1	Activo
A09052	50660282173145	C.S. N° 17 B° SAN REMO	CSA	Centro de salud "A"	10	SALTA	028	Capital	050	Salta			SALTA CAPITAL	N	N	SD	Sin especificar	P	Provincial	10	PRIMER NIVEL DE ATENCIÓN	S	S		RAMON MARIO ALVAREZ	2031-12-09	2009-12-31	2013-12-31	S		JOSÉ HUMBERTO RAMOS	COORD. OPERAT. 1º NIVEL DE ATENC		2007-04-01	2007-04-01	2013-12-31	N	N						DR. RAMON MARIO ALVAREZ	S	S	S	1	Activo
A09053	50660282173146	C.S. N° 18 B° EL PORTEZUELO	CSA	Centro de salud "A"	10	SALTA	028	Capital	050	Salta			SALTA CAPITAL	N	S	SD	Sin especificar	P	Provincial	10	PRIMER NIVEL DE ATENCIÓN	S	S		FEDERICO ZENTENO	2031-12-09	2009-12-31	2013-12-31	S		JOSÉ HUMBERTO RAMOS	COORD. OPERAT. 1º NIVEL DE ATENC		2007-04-01	2007-04-01	2013-12-31	N	N						DR. FEDERICO ZENTENO	S	S	S	1	Activo
A09054	50660282173091	C.S. N° 19 EL CHAMICAL	CSA	Centro de salud "A"	10	SALTA	028	Capital	050	Salta			SALTA CAPITAL	N	N	SD	Sin especificar	P	Provincial	10	PRIMER NIVEL DE ATENCIÓN	S	S		PATRICIA PERREM	2020-08-09	2009-08-20	2013-12-31	S		JOSÉ HUMBERTO RAMOS	COORD. OPERAT. 1º NIVEL DE ATENC		2007-04-01	2007-04-01	2013-12-31	N	N						DRA. PATRICIA PERREM	N	S	S	1	Activo
A09055	50660282173149	C.S. N° 20 LA TROJA	CSA	Centro de salud "A"	10	SALTA	028	Capital	050	Salta			SALTA CAPITAL	N	N	SD	Sin especificar	P	Provincial	10	PRIMER NIVEL DE ATENCIÓN	S	S		PATRICIA PERREM	2020-08-10	2010-08-20	2013-12-31	S		JOSÉ HUMBERTO RAMOS	COORD. OPERAT. 1º NIVEL DE ATENC		2007-04-01	2007-04-01	2013-12-31	N	N						DRA. PATRICIA PERREM	N	S	S	1	Activo
A09056	50660282173151	C.S. N° 25 FINCA SAN LUIS	CSA	Centro de salud "A"	10	SALTA	028	Capital	050	Salta			SALTA CAPITAL	N	N	SD	Sin especificar	P	Provincial	10	PRIMER NIVEL DE ATENCIÓN	S	S		ALBERTO CAJAL CARO	2031-12-09	2009-12-31	2013-12-31	S		JOSÉ HUMBERTO RAMOS	COORD. OPERAT. 1º NIVEL DE ATENC		2007-04-01	2007-04-01	2013-12-31	N	N						DR. ALBERTO CAJAL CARO	S	S	S	1	Activo
A09057	50660282173152	C.S. N° 26 ATOCHA	CSA	Centro de salud "A"	10	SALTA	028	Capital	010	Atocha			SALTA CAPITAL	N	N	SD	Sin especificar	P	Provincial	10	PRIMER NIVEL DE ATENCIÓN	S	S		GUILLERMO RUIZ MORALES	2031-12-09	2009-12-31	2013-12-31	S		JOSÉ HUMBERTO RAMOS	COORD. OPERAT. 1º NIVEL DE ATENC		2007-04-01	2007-04-01	2013-12-31	N	N						DR. GUILLERMO RUIZ MORALES	S	S	S	1	Activo
A09058	50660282173158	C.S. N° 30 LAS COSTAS	CSA	Centro de salud "A"	10	SALTA	028	Capital	050	Salta			SALTA CAPITAL	N	N	SD	Sin especificar	P	Provincial	10	PRIMER NIVEL DE ATENCIÓN	S	S		ELIDA BUN	2031-12-09	2009-12-31	2013-12-31	S		JOSÉ HUMBERTO RAMOS	COORD. OPERAT. 1º NIVEL DE ATENC		2007-04-01	2006-01-01	2013-12-31	N	N						DRA. ELIDA BUN	N	S	S	1	Activo
A09059	50660282173160	C.S. N° 33 V° LAS ROSAS	CSA	Centro de salud "A"	10	SALTA	028	Capital	050	Salta			SALTA CAPITAL	N	N	SD	Sin especificar	P	Provincial	10	PRIMER NIVEL DE ATENCIÓN	S	S		JOSE ARNALDO SAVIO	2031-12-09	2009-12-31	2013-12-31	S		JOSÉ HUMBERTO RAMOS	COORD. OPERAT. 1º NIVEL DE ATENC		2007-04-01	2007-04-01	2013-12-31	N	N						DR. JOSE ARNALDO SAVIO	S	S	S	1	Activo
A09060	50660282173161	C.S. N° 34 V° LA CIÉNAGA	CSA	Centro de salud "A"	10	SALTA	028	Capital	050	Salta			SALTA CAPITAL	N	N	SD	Sin especificar	P	Provincial	10	PRIMER NIVEL DE ATENCIÓN	S	S		NOEMI CABALLERO	2020-10-09	2009-10-20	2013-12-31	S		JOSÉ HUMBERTO RAMOS	COORD. OPERAT. 1º NIVEL DE ATENC		2007-04-01	2007-04-01	2013-12-31	N	N						LIC. NOEMI CABALLERO	S	S	S	1	Activo
A09061	50660282173163	C.S. N° 36 MERCADO MUNCIPAL	CSA	Centro de salud "A"	10	SALTA	028	Capital	050	Salta			SALTA CAPITAL	N	N	SD	Sin especificar	P	Provincial	10	PRIMER NIVEL DE ATENCIÓN	S	S		NORMA BARRIONUEVO	2031-12-09	2009-12-31	2013-12-31	S		JOSÉ HUMBERTO RAMOS	COORD. OPERAT. 1º NIVEL DE ATENC		2007-04-01	2007-04-01	2013-12-31	N	N						DRA. NORMA BARRIONUEVO	S	S	S	1	Activo
A09062	50660282173165	C.S. N° 38 V° ESMERALDA	CSA	Centro de salud "A"	10	SALTA	028	Capital	050	Salta			SALTA CAPITAL	N	N	SD	Sin especificar	P	Provincial	10	PRIMER NIVEL DE ATENCIÓN	S	S		SUSANA RAMADAN	2031-12-09	2009-12-31	2013-12-31	S		JOSÉ HUMBERTO RAMOS	COORD. OPERAT. 1º NIVEL DE ATENC		2007-04-01	2007-04-01	2013-12-31	N	N						DR. SUSANA RAMADAN	S	S	S	1	Activo
A09063	50660282173166	C.S. N° 39 V° LUJÁN	CSA	Centro de salud "A"	10	SALTA	028	Capital	050	Salta			SALTA CAPITAL	N	N	SD	Sin especificar	P	Provincial	10	PRIMER NIVEL DE ATENCIÓN	S	S		ROSA L. MOSQUERA	2031-12-09	2009-12-31	2013-12-31	S		JOSÉ HUMBERTO RAMOS	COORD. OPERAT. 1º NIVEL DE ATENC		2007-04-01	2007-04-01	2013-12-31	N	N						DRA. ROSA L. MOSQUERA	S	S	S	1	Activo
A09064	50660282173168	C.S. N° 40 B° 9 DE JULIO	CSA	Centro de salud "A"	10	SALTA	028	Capital	050	Salta			SALTA CAPITAL	N	N	SD	Sin especificar	P	Provincial	10	PRIMER NIVEL DE ATENCIÓN	S	S		JOSÉ ANTONIO AMERISE	2031-12-09	2009-12-31	2013-12-31	S		JOSÉ HUMBERTO RAMOS	COORD. OPERAT. 1º NIVEL DE ATENC		2007-04-01	2007-04-01	2013-12-31	N	N						DR. JOSÉ ANTONIO AMERISE	S	S	S	1	Activo
A09065	50660282173169	C.S. N° 41 B° TRES CERRITOS	CSA	Centro de salud "A"	10	SALTA	028	Capital	050	Salta			SALTA CAPITAL	N	N	SD	Sin especificar	P	Provincial	10	PRIMER NIVEL DE ATENCIÓN	S	S		MARTHA DELGADO	2031-12-09	2009-12-31	2013-12-31	S		JOSÉ HUMBERTO RAMOS	COORD. OPERAT. 1º NIVEL DE ATENC		2007-04-01	2007-04-01	2013-12-31	N	N						DRA. MARTHA DELGADO	S	S	S	1	Activo
A09066	50660282173171	C.S. N° 43 B° EVITA	CSA	Centro de salud "A"	10	SALTA	028	Capital	050	Salta			SALTA CAPITAL	N	N	SD	Sin especificar	P	Provincial	10	PRIMER NIVEL DE ATENCIÓN	S	S		FELIPE CALVET	2031-03-09	2009-03-31	2013-12-31	S		JOSÉ HUMBERTO RAMOS	COORD. OPERAT. 1º NIVEL DE ATENC		2007-04-01	2007-04-01	2013-12-31	N	N						DR. FELIPE CALVET	S	S	S	1	Activo
A09067	50660282173175	C.S. N° 47 B° ROBERTO ROMERO	CSA	Centro de salud "A"	10	SALTA	028	Capital	050	Salta			SALTA CAPITAL	N	N	SD	Sin especificar	P	Provincial	10	PRIMER NIVEL DE ATENCIÓN	S	S		KARIM GADBAN	2031-12-09	2009-12-31	2013-12-31	S		JOSÉ HUMBERTO RAMOS	COORD. OPERAT. 1º NIVEL DE ATENC		2007-04-01	2007-04-01	2013-12-31	N	N						DRA. KARIM GADBAN	S	S	S	1	Activo
A09068	50660282173177	C.S. N° 49 B° PARQUE GENERAL BELGRANO	CSA	Centro de salud "A"	10	SALTA	028	Capital	050	Salta			SALTA CAPITAL	N	N	SD	Sin especificar	P	Provincial	10	PRIMER NIVEL DE ATENCIÓN	S	S		SILVIA CHERMULAS	2031-12-09	2009-12-31	2013-12-31	S		JOSÉ HUMBERTO RAMOS	COORD. OPERAT. 1º NIVEL DE ATENC		2007-04-01	2007-04-01	2013-12-31	N	N						DRA. SILVIA CHERMULAS	S	S	S	1	Activo
A09069	50660282173182	C.S. N° 52 B° SANTA CECILIA	CSA	Centro de salud "A"	10	SALTA	028	Capital	050	Salta			SALTA CAPITAL	N	S	SD	Sin especificar	P	Provincial	10	PRIMER NIVEL DE ATENCIÓN	S	S		NORMA CARDOZO DE ARGOITIA	2031-12-09	2009-12-31	2013-12-31	S		JOSÉ HUMBERTO RAMOS	COORD. OPERAT. 1º NIVEL DE ATENC		2007-04-01	2007-04-01	2013-12-31	N	N						DRA. NORMA CARDOZO DE ARGOITIA	S	S	S	1	Activo
A09070	50660282173183	C.S. N° 53 V° CRISTINA	CSA	Centro de salud "A"	10	SALTA	028	Capital	050	Salta			SALTA CAPITAL	N	N	SD	Sin especificar	P	Provincial	10	PRIMER NIVEL DE ATENCIÓN	S	S		MARÍA DEL H. PEÑALOZA	2031-12-09	2009-12-31	2013-12-31	S		JOSÉ HUMBERTO RAMOS	COORD. OPERAT. 1º NIVEL DE ATENC		2007-04-01	2007-04-01	2013-12-31	N	N						DRA. MARÍA DEL H. PEÑALOZA	S	S	S	1	Activo
A09071	50660282173185	C.S. N° 55 B° 17 DE OCTUBRE	CSA	Centro de salud "A"	10	SALTA	028	Capital	050	Salta			SALTA CAPITAL	N	S	SD	Sin especificar	P	Provincial	10	PRIMER NIVEL DE ATENCIÓN	S	S		CARMEN N NIETO	2031-12-09	2009-12-31	2013-12-31	S		JOSÉ HUMBERTO RAMOS	COORD. OPERAT. 1º NIVEL DE ATENC		2007-04-01	2007-04-01	2013-12-31	N	N						DRA. CARMEN CLARA NIETO	S	S	S	1	Activo
A09072	50660282173187	C.S. N° 57 B° SANTA ANA II	CSA	Centro de salud "A"	10	SALTA	028	Capital	050	Salta			SALTA CAPITAL	N	N	SD	Sin especificar	P	Provincial	10	PRIMER NIVEL DE ATENCIÓN	S	S		BEATRIZ TESSEL	2031-12-09	2009-12-31	2013-12-31	S		JOSÉ HUMBERTO RAMOS	COORD. OPERAT. 1º NIVEL DE ATENC		2007-04-01	2007-04-01	2013-12-31	N	N						DRA. BEATRIZ TESSEL	S	S	S	1	Activo
A09073	50660282173188	C.S. N° 58 V° MARÍA ESTER	CSA	Centro de salud "A"	10	SALTA	028	Capital	050	Salta			SALTA CAPITAL	N	N	SD	Sin especificar	P	Provincial	10	PRIMER NIVEL DE ATENCIÓN	S	S		SERGIO SALAZAR	2031-12-09	2009-12-31	2013-12-31	S		JOSÉ HUMBERTO RAMOS	COORD. OPERAT. 1º NIVEL DE ATENC		2007-04-01	2007-04-01	2013-12-31	N	N						DR. SERGIO SALAZAR	N	S	N	1	Activo
A09074	50660282173107	C.S. N° 59 V° PALMERITAS	CSA	Centro de salud "A"	10	SALTA	028	Capital	050	Salta			SALTA CAPITAL	N	N	SD	Sin especificar	P	Provincial	10	PRIMER NIVEL DE ATENCIÓN	S	S		FEDERICO PLAZA	2031-12-09	2009-12-31	2013-12-31	S		JOSÉ HUMBERTO RAMOS	COORD. OPERAT. 1º NIVEL DE ATENC		2007-04-01	2007-04-01	2013-12-31	N	N						DR. FEDERICO PLAZA	S	S	S	1	Activo
A09075	50660282173190	C.S. N° 60 B° EL MIRADOR	CSA	Centro de salud "A"	10	SALTA	028	Capital	050	Salta			SALTA CAPITAL	N	N	SD	Sin especificar	P	Provincial	10	PRIMER NIVEL DE ATENCIÓN	S	S		MARÍA G. DÍAZ	2031-12-09	2009-12-31	2013-12-31	S		JOSÉ HUMBERTO RAMOS	COORD. OPERAT. 1º NIVEL DE ATENC		2007-04-01	2007-04-01	2013-12-31	N	N						DRA. MARÍA G. DÍAZ	S	S	S	1	Activo
A09076	50660282173108	C.S. N° 62 B° SANIDAD	CSA	Centro de salud "A"	10	SALTA	028	Capital	050	Salta			SALTA CAPITAL	N	N	SD	Sin especificar	P	Provincial	10	PRIMER NIVEL DE ATENCIÓN	S	S		LUIS E. NUÑEZ	2031-12-09	2009-12-31	2013-12-31	S		JOSÉ HUMBERTO RAMOS	COORD. OPERAT. 1º NIVEL DE ATENC		2007-04-01	2007-04-01	2013-12-31	N	N						DR. LUIS E. NUÑEZ	S	S	S	1	Activo
A09077	50661122173202	C.S. SAN JOSÉ DE ORQUERA	CSA	Centro de salud "A"	10	SALTA	112	Metán	080	San José de Orquera 	EL GALPÓN		EL GALPÓN	N	N	SD	Sin especificar	P	Provincial	10	ZS EL GALPÓN	S	S		RAQUEL MARINE SARAPURA	2031-12-09	2009-12-31	2013-12-31	S		MARTA ISABEL ALBORNOZ	"HOSPITAL ""SOLANO"""		2006-05-02	2006-05-02	2013-12-31	N	N						DRA. RAQUEL MARINE SARAPURA	N	S	S	1	Activo
A09078	10661262173026	HOSPITAL COLONIA SANTA ROSA	HOS	Hospital	10	SALTA	126	Orán	020	Colonia Santa Rosa	COLONIA SANTA ROSA	4531	COLONIA SANTA ROSA	N	N	SD	Sin especificar	P	Provincial	10	ZN COLONIA SANTA ROSA	S	S		DANIEL NÉSTOR LOPEZ	2031-12-09	2009-12-31	2013-12-31	S		DR. DANIEL NESTOR LOPEZ	HOSPITAL COLONIA SANTA ROSA		2010-01-05	2005-01-10	2013-12-31	N	N						DR. DANIEL NESTOR LOPEZ	S	S	S	1	Activo
A09079	10661262173050	HOSPITAL PICHANAL	HOS	Hospital	10	SALTA	126	Orán	060	Pichanal 	PICHANAL	4531	PICHANAL	N	N	SD	Sin especificar	P	Provincial	10	ZN PICHANAL	S	S		JUDITH TORO	2031-12-09	2009-12-31	2013-12-31	S		DRA. JUDITH TORO	HOSPITAL PICHANAL		2009-12-31	2031-12-09	2013-12-31	N	N						DRA. JUDITH TORO	S	S	S	1	Activo
A09080	10660562173044	HOSPITAL AGUARAY	HOS	Hospital	10	SALTA	056	Grl. José de San Martín	010	Aguaray	AGUARAY	4666	AGUARAY	N	S	SD	Sin especificar	P	Provincial	10	ZN AGUARAY	S	S		MARTÍN FLORES PERAZZONE	2031-12-09	2009-12-31	2013-12-31	S		DR. MARTIN FLORES	HOSPITAL AGUARAY		2009-12-31	2031-12-09	2013-12-31	N	N						DR. MARTÍN FLORES PERAZZONE	S	S	S	1	Activo
A09081	10661332173036	HOSPITAL MORILLO	HOS	Hospital	10	SALTA	133	Rivadavia	030	Coronel Juan Solá (Est. Morillo)	MORILLO		MORILLO	N	N	SD	Sin especificar	P	Provincial	10	ZN MORILLO	S	S		HUGO MARCELO MORALES	2006-09-01	2006-09-01	2013-12-31	N								N	N						DR. HUGO M. MORALES				1	Activo
A09082	10660562173062	HOSPITAL SALVADOR MAZZA	HOS	Hospital	10	SALTA	056	Grl. José de San Martín	200	Profesor Salvador Mazza (Est. Pocitos)	SALVADOR MAZZA		SALVADOR MAZZA	N	N	SD	Sin especificar	P	Provincial	10	ZN SALVADOR MAZZA	S	S		MARCELO GUSTAVO CORNEJO	2006-09-01	2006-09-01	2013-12-31	N								N	N						DR. MARCELO CORNEJO	S	S	S	1	Activo
A09783	10661612173071	HOSPITAL SANTA VICTORIA ESTE	HOS	Hospital	10	SALTA	133	Rivadavia	100	Santa Victoria Este	STA VICTORIA ESTE		SANTA VICTORIA ESTE	N	N	SD	Sin especificar	P	Provincial	10	ZN SANTA VICTORIA ESTE	S	S		JUAN CARLOS CAJAL	2006-09-01	2006-09-01	2013-12-31	N								N	N						DR. JUAN CARLOS CAJAL	S	S	S	1	Activo
A09784	10660562173067	HOSPITAL EMBARCACIÓN	HOS	Hospital	10	SALTA	056	Grl. José de San Martín	090	Embarcación	EMBARCACIÓN		EMBARCACIÓN	N	N	SD	Sin especificar	P	Provincial	10	ZN EMBARCACIÓN	S	S		CARLOS FUNES	2007-03-30	2007-03-30	2013-12-31	N								N	N						DR. CARLOS FUNES	S	S	S	1	Activo
A09785	10661262173068	HOSPITAL ORÁN	HOS	Hospital	10	SALTA	126	Orán	070	San Ramón de la Nueva Orán (Est. Orán)	ORÁN	4530	ORÁN	N	N	SD	Sin especificar	P	Provincial	10	ZN ORÁN	S	S		JUAN CARLOS GUILLEN	2031-12-09	2009-12-31	2013-12-31	S		JUAN CARLOS GUILLEN	HOSPITAL ORÁN		2009-12-31	2031-12-09	2013-12-31	N	S	S	S	2012-07-01	IIIA	IIIA	DR. JUAN CARLOS GUILLEN	S	S	S	1	Activo
A09786	10660562173063	HOSPITAL TARTAGAL	HOS	Hospital	10	SALTA	056	Grl. José de San Martín	220	Tartagal	TARTAGAL	4560	TARTAGAL	N	S	SD	Sin especificar	P	Provincial	10	ZN TARTAGAL	S	S		LUIS FIDEL MARTINEZ NEGRI	2031-12-09	2009-12-31	2013-12-31	S		DR. LUIS MARTINEZ	HOSPITAL TARTAGAL		2009-12-31	2031-12-09	2013-12-31	N	S	S	S	2012-07-01	IIIA	IIIA	DR. LUIS FIDEL MARTINEZ NEGRI	S	S	S	1	Activo
A09787	10661332173064	HOSPITAL RIVADAVIA BANDA SUR	HOS	Hospital	10	SALTA	133	Rivadavia	070	Rivadavia	RIVADAVIA B/ SUR		RIVADAVIA BANDA SUR	N	S	SD	Sin especificar	P	Provincial	10	ZN RIVADAVIA BANDA SUR	S	S		FERNANDO SICA	2006-09-01	2006-09-01	2013-12-31	N								N	N						DR. FERNANDO SICA	S	S	S	1	Activo
A09788	10660562173055	HOSPITAL GENERAL MOSCONI	HOS	Hospital	10	SALTA	056	Grl. José de San Martín	110	General Mosconi (Est. Vespucio)	GENERAL MOSCONI		GENERAL MOSCONI	N	N	SD	Sin especificar	P	Provincial	10	ZN GENERAL MOSCONI	S	S		ANGEL MARIO LAZARTE	2007-04-01	2007-04-01	2013-12-31	N								N	N						DR. ANGEL LAZARTE	S	S	S	1	Activo
A09789	10661262173027	HOSPITAL HIPÓLITO YRIGOYEN	HOS	Hospital	10	SALTA	126	Orán	040	Hipólito Yrigoyen (Est. Tabacal)	HIPOLITO YRIGOYEN		HIPÓLITO YRIGOYEN	N	S	SD	Sin especificar	P	Provincial	10	ZN HIPÓLITO YRIGOYEN	S	S		PEDRO PABLO DURÁN ROZAS	2007-05-02	2007-05-02	2013-12-31	N								N	N						DR. PEDRO PABLO DURAN ROZAS	N	S	S	1	Activo
A09790	10661332173028	HOSPITAL ALTO LA SIERRA	HOS	Hospital	10	SALTA	133	Rivadavia	010	Alto de la Sierra	ALTO LA SIERRA		ALTO LA SIERRA	N	N	SD	Sin especificar	P	Provincial	10	ZN ALTO DE LA SIERRA	S	S		CARLOS ALBERTO ARAMAYO	2016-09-09	2016-09-09	2013-12-31	N								N	N						DR. CARLOS A. ARAMAYO				1	Activo
A09791	10660072173054	HOSPITAL LAS LAJITAS	HOS	Hospital	10	SALTA	007	Anta	100	Las Lajitas			LAS LAJITAS	N	S	SD	Sin especificar	P	Provincial	10	ZS LAS LAJITAS	S	S		ESTELINA AGUIRRE	2007-05-02	2007-05-02	2013-12-31	N								N	N						DRA. ESTELINA AGUIRRE	S	S	S	1	Activo
A09792	10660072173024	HOSPITAL JOAQUÍN V. GONZÁLEZ	HOS	Hospital	10	SALTA	007	Anta	090	Joaquín V. González			JOAQUÍN V. GONZÁLEZ	N	N	SD	Sin especificar	P	Provincial	10	ZS JOAQUÍN V. GONZÁLEZ	S	S		CATALINA GONZÁLEZ	2007-05-02	2007-05-02	2013-12-31	N								N	S	S	S	2012-07-01	II	II	DRA. CATALINA GONZÁLEZ	S	S	S	1	Activo
A09793	10660072173053	HOSPITAL EL QUEBRACHAL	HOS	Hospital	10	SALTA	007	Anta	060	El Quebrachal	EL QUEBRACHAL		EL QUEBRACHAL	N	S	SD	Sin especificar	P	Provincial	10	ZS EL QUEBRACHAL	S	S		ANGEL ITALO PIOLI	2007-05-02	2007-05-02	2013-12-31	N								N	N						DR. ANGEL ITALO PIOLI	S	S	S	1	Activo
A09794	10661122173066	HOSPITAL EL GALPÓN	HOS	Hospital	10	SALTA	112	Metán	010	El Galpón (Est. Foguista J. F. Juárez)	EL GALPÓN		EL GALPÓN	N	S	SD	Sin especificar	P	Provincial	10	ZS EL GALPÓN	S	S		MARTA ISABEL ALBORNOZ	2020-10-09	2020-10-09	2013-12-31	N								N	N						DRA. MARTA ISABEL ALBORNOZ	S	S	S	1	Activo
A09795	10661402173059	HOSPITAL ROSARIO DE LA FRONTERA	HOS	Hospital	10	SALTA	140	Rosario de la Frontera	050	Rosario de la Frontera	ROSARIO DE LA FRONTERA	4190	ROSARIO DE LA FRONTERA	N	N	SD	Sin especificar	P	Provincial	10	ZS ROSARIO DE LA FRONTERA	S	S		GLORIA ABÁN	2031-12-09	2009-12-31	2013-12-31	S		DRA. GLORIA ABÁN	HOSPITAL ROSARIO DE LA FRONTERA		2009-10-31	2031-10-09	2013-12-31	N	S	S	S	2012-07-01	II	II	DRA. GLORIA ABÁN	S	S	S	1	Activo
A09796	10661122173051	HOSPITAL METÁN	HOS	Hospital	10	SALTA	112	Metán	040	San José de Metán (Est. Metán)	METÁN		METÁN	N	N	SD	Sin especificar	P	Provincial	10	ZS METÁN	S	S		CARLOS ALBERTO PALAZÓN	2023-10-09	2023-10-09	2013-12-31	N								N	S	S	S	2012-07-01	II	II	DR. CARLOS ALBERTO PALAZON	S	S	S	1	Activo
A09797	10660842173069	HOSPITAL EL TALA	HOS	Hospital	10	SALTA	084	La Candelaria	020	El Tala (Est. Ruiz de los Llanos)			EL TALA	N	S	SD	Sin especificar	P	Provincial	10	ZS EL TALA	S	S		JOSÉ A. ANDRÉS	2006-05-01	2006-05-01	2013-12-31	N								N	N						DR. JOSÉ A. ANDRÉS	S	S	S	1	Activo
A09798	10660492173041	HOSPITAL GENERAL GÜEMES	HOS	Hospital	10	SALTA	049	General Güemes	040	General Güemes (Est. Güemes)	GRAL. GÜEMES		GENERAL GÜEMES	N	N	SD	Sin especificar	P	Provincial	10	ZS GENERAL GÜEMES	S	S		LUIS GUIDO FLORES	2007-03-30	2007-03-30	2013-12-31	N								N	S	S	S	2012-07-01	II	II	DR. LUIS GUIDO FLORES	S	S	S	1	Activo
A09799	10660072173048	HOSPITAL APOLINARIO SARAVIA	HOS	Hospital	10	SALTA	007	Anta	010	Apolinario Saravia			APOLINARIO SARAVIA	N	S	SD	Sin especificar	P	Provincial	10	ZS APOLINARIO SARAVIA	S	S		GRACIELA SIRIMARCO	2019-12-09	2019-12-09	2013-12-31	N								N	N						DRA. MONICA GRACIELA SIRIMARCO	S	S	S	1	Activo
A09800	10661402173049	HOSPITAL EL POTRERO	HOS	Hospital	10	SALTA	140	Rosario de la Frontera	040	El Potrero (Apeadero Cochabamba) 	EL POTRERO		EL POTRERO	N	N	SD	Sin especificar	P	Provincial	10	ZS EL POTRERO	S	S		MIGUEL GUTIERREZ	2007-03-30	2007-03-30	2013-12-31	N								N	N						DR. MIGUEL GUTIERREZ	S	S	S	1	Activo
A09801	10661612173042	HOSPITAL SANTA VICTORIA OESTE	HOS	Hospital	10	SALTA	161	Santa Victoria	070	Santa Victoria	STA VICTORIA OESTE		SANTA VICTORIA OESTE	N	S	SD	Sin especificar	P	Provincial	10	ZO SANTA VICTORIA OESTE	S	S		WILSOM RETAMOSO	2006-09-01	2006-09-01	2013-12-31	N								N	N						DR. WILSON RETAMOSO	N	N	N	1	Activo
